능력단위코드,능력단위명,정의,대분류,중분류,소분류,세분류,지식,기술,태도,검색키워드
1903020308,소프트웨어 신뢰성검증,소프트웨어 신뢰성검증이란 고객의 요구에 따른 제품 개발을 위해 신뢰성을 설계하고 테스트를 통하여 신뢰성을 검증하는 능력이다.,전기·전자,전자기기개발,산업용전자기기개발,산업용전자기기소프트웨어개발,개발 제품 규격 | 개발 제품 규격 | 개발 제품 규격에 대한 지식,개발 제품 신뢰성 평가 환경 구축 능력 | 개발 제품 신뢰성 평가 환경 구축 능력 | 개발 제품의 기능·비기능 신뢰성 평가 능력,신뢰성 목표치를 철저히 준수하고자 하는 태도 | 신뢰성 분석을 철저히 수행하고자 하는 태도 | 신뢰성 설계를 위한 규격과 환경을 적극적으로 파악하려는 태도,소프트웨어 개발
1901100111,철도신호제어 공사 설계서 작성,"철도신호제어 공사 설계서 작성이란 설계설명서, 예정공정표, 설계예산내역서, 수량조서, 각종 철도용품의 특수한 자재의 적용 시 기준의 자재구매시방서, 시공에 필요한 공사시방서 및 자재 사양서를 작성하는 능력이다.",전기·전자,전기,철도신호제어,철도신호제어설계·감리,"관련 법규, 고시, 지침, 기준, 표준 규격 | 관련 법규, 고시, 지침, 기준, 표준 규격 | 발주처별 기술기준 및 설계지침",건설계획 검토 능력 | 건설계획에 적합한 자재 선정 능력 | 설계보고서 작성 능력,건설계획 상세히 분석하는 자세 | 건설계획에 의거하여 공정을 상세히 분석하려는 자세 | 기술기준 준수,소프트웨어 개발
1903020306,응용소프트웨어 개발,"응용소프트웨어 개발이란 상호작용을 위한 UI/UX, 데이터 분석을 위한 네트워크, 기본기능 제공을 위한 모듈을 개발하고 이러한 기능들이 통합된소프트웨어, 테스트 자동화 프로그램을 개발하는 능력이다.",전기·전자,전자기기개발,산업용전자기기개발,산업용전자기기소프트웨어개발,UI/UX 설계 도구에 대한 지식 | UI/UX 이론 | UI 라이브러리에 대한 지식,UI/UX 비교·분석 능력 | UI/UX 설계도구 사용 기술 | UI/UX 평가 기술,"구현된 기능을 체계적으로 문서화하려는 적극적인 태도 | 구현의 용이성, 재사용과 확장, 유지·보수 등을 고려하여 체계적으로문서화하려는 적극적인 자세 | 기기별 UI/UX의 특성을 적극적으로 이해하려는 자세",소프트웨어 개발
0601011413,의료정보 DB 관리,"의료정보 DB 관리란 환자에게 제공되는 진료서비스와 관련된 자료를 수집하여, 관련된 DB를 일관성 있게 공통된 의료정보시스템으로 구축하고,구축된 DB를 종류별로 정해진 지침과 절차에 따라 지속적으로 정확하게유지·관리하는 능력이다.",보건·의료,보건,의료기술지원,의료정보관리,데이터베이스 설계 | 데이터베이스 설계 | 의료관련 표준용어,의료관련 용어 DB 구축/관리 절차에 따른 실행 능력 | 의료관련 용어 무결성 검증 및 정제 능력 | 의료관련 용어 및 관련 정보 해석 능력,관련 DB를 무결성 있게 유지하려는 노력 | 관련 DB를 무결성 있게 유지하려는 노력 | 관련 시스템을 명확하게 구축하려는 의지,소프트웨어 개발
2001020803,시스템SW 상세 설계,"시스템SW 상세 설계란 설계된 아키텍처 기반으로 단위 모듈 및 환경변수,내부 인터페이스, 외부 인터페이스를 설계하는 능력이다.",정보통신,정보기술,정보기술개발,시스템SW엔지니어링,기술자료 활용 절차 | 기술자료 활용 절차 | 명세 언어(Specification language),기능 및 비기능 요구사항 분석 능력 | 기능 및 비기능 요구사항 분석 능력 | 논리적 설계 및 물리적 설계 요구사항 분석 능력,다양한 시각으로 설계서 분석과 문제점 분석을 통한 해결 방안 접근노력 | 다양한 시각으로 설계서 분석과 문제점 분석을 통한 해결 방안 접근노력 | 다양한 시각으로 설계서 분석과 문제점 분석을 통한 해결 방안 접근노력,소프트웨어 개발
1903080301,로봇 작업 요구사항 분석,"로봇 작업 요구사항 분석이란 로봇 기구 및 하드웨어의 특성을 이해하고로봇의 동작 환경을 파악 및 분석한 이후에, 실제 로봇의 사용자 그룹별로봇의 패턴 및 동작에 대한 요구사항 분석하는 능력이다.",전기·전자,전자기기개발,로봇개발,로봇소프트웨어개발,각 시나리오를 각 소프트웨어 컴포넌트 디자인으로 하는 소프트웨어설계 지식 | 로봇 소프트웨어를 통한 하드웨어 제어의 원리 및 지식 | 로봇 작업에 영향을 미치는 환경적 요소를 분류하는 지식,각 로봇 하드웨어 부품의 주요 테스트 성능 환경에 대한 문서 이해기술 | 각종 보고서 이해 및 핵심 내용 습득 기술 | 마케팅 부서등과 협의 등을 위한 커뮤니케이션 기술,"끈기를 가지고, 조금이라도 영향을 미칠 수 있는 환경적 요소를 모두도출 하는 태도 | 로봇 하드웨어의 특성에 따른 소프트웨어 신규 개발 또는 변경 사항도출의 중요성을 인지하는 자세 | 문답법, 피드백, 커뮤니케이션 내용 재정의를 통해 사용자의 요구사항및 특징을 최대한 도출 할 수 있는 끈기",소프트웨어 개발
2001021008,핀테크 보안·인증 구현,핀테크 보안·인증 구현이란 보안·인증 설계를 근거로 안전한 핀테크 보안기능과 인증 기능을 구현하고 검증하는 능력이다.,정보통신,정보기술,정보기술개발,핀테크엔지니어링,,,,소프트웨어 개발
1903040313,프로그램 개발,"프로그램 개발이란 통합개발환경 구축, 모듈 개발, 디버깅을 통해서 전자응용기기에서 동작하는 프로그램의 모듈을 구현하는 능력이다.",전기·전자,전자기기개발,전자응용기기개발,전자응용기기소프트웨어개발,,,,소프트웨어 개발
1903080304,로봇 미들웨어 개발,"로봇 미들웨어 개발이란 로봇 어플리케이션 개발자가 로봇의 다양한 센서, 액추에이터 및 공통 기능 요소들을 사용하기 쉽게 추상화하여 API로 제공하고 이들을 운용, 관리할 수 있는 로봇 미들웨어를 개발하는 능력이다.",전기·전자,전자기기개발,로봇개발,로봇소프트웨어개발,로봇 소프웨어 공통 요소에 관한 지식 | 로봇 소프트웨어 공통 요소에 관한 지식 | 로봇 소프트웨어 공통 요소에 관한 지식,모듈화 프로그래밍 기술 | 모듈화 프로그래밍 기술 | 모듈화 프로그래밍 기술,개발자간의 원활한 의사소통 태도 | 개발자간의 원활한 의사소통 태도 | 개발자간의 원활한 의사소통 태도,소프트웨어 개발
2002040304,증강현실 2D 그래픽 제작,"증강현실 2D 그래픽 제작이란 현실세계에서 구현하고자하는 가상그래픽을 사용자가 체험할 수 있도록 2D 그래픽을 디자인, 제작, 검증하는 능력이다.",정보통신,통신기술,실감형콘텐츠제작,증강현실(AR)콘텐츠제작,,,,소프트웨어 개발
1903010203,응용소프트웨어 프로젝트 관리,"응용소프트웨어 프로젝트 관리란 응용소프트웨어 개발에 필요한 전체적인자원의 활용 계획과 개발방법의 수립, 개발기간 동안에 발생할 위험요소를 분석하는 능력이다.",전기·전자,전자기기개발,가전기기개발,가전기기응용소프트웨어개발,개발계획서에 대한 지식 | 소프트웨어 개발방법론 | 소프트웨어공학적 지식,개발기능에 따른 인력배치 능력 | 개발방법론 이해 능력 | 요구사항 기능정의서 분석 능력,원활한 커뮤니케이션을 하려는 태도 | 일정을 준수하려는 적극적인 자세 | 적극적인 커뮤니케이션 자세,소프트웨어 개발
2003030315,정보시스템 설계구축,"정보시스템 설계구축이란 정보시스템 요구분석 결과에 따라 설계 및 구축방안을 도출하여 최적으로 정보시스템을 설계, 구축하는 능력이다.",정보통신,방송기술,방송서비스,정보시스템운영,"BMT 대상 장비 및 BMT 기법에 대한 지식 | BMT 대상 장비 및 BMT 기법에 대한 지식 | 네트워크 이론 및 장비, 네트워크 구성에 대한 지식",데이터 마이그레이션 기술 | 데이터베이스 모델링 기술 | 시스템 아키텍처 설계 기술(클라우드 포함),데이터 무결성 확보를 위한 적극적인 태도 | 데이터 표준화 준수를 위한 적극적인 태도 | 데이터 품질 확보를 위한 적극적인 태도,소프트웨어 개발
1507010101,철도차량 설계기획,"철도차량 설계기획은 차량을 효과적으로 제작하기 위해 조직의 인적, 물적 자산을 효율적으로 배분 및 투입 관리하는 능력이다.",기계,철도차량제작,철도차량설계·제작,철도차량설계,"RAMS와 소프트웨어 관리업무에 대한 이해 | 계약관련법령에 대한 이해 | 생산일정, 시운전 및 납기일정 이해",CAD를 활용할 수 있는 업무 능력 | 부품 정보수집 및 관리 능력 | 설계 일정계획수립 능력,관련부서와 협의하는 태도 | 목표일정 관리 의지 | 설계관련 정보수집 및 활용하려는 노력,소프트웨어 개발
0802010214,제품디자인 전략수립 콘셉트 구체화,"제품디자인 전략 수립 콘셉트 구체화란 ‘제품디자인 리서치’의 분석 결과를 종합하여 제품 구현에 필요한 차별화 요소와 경쟁 포인트 등 구체적사양을 결정하여, 다음 단계인 ‘디자인 아이디어 발상’의 준거로 활용하는 능력이다.",문화·예술·디자인·방송,디자인,디자인,제품디자인,다양한 소재별 물리적ㆍ조형적 특성 | 데이터 종합 분석 방법 | 디자인 전략 수립 방법,관련 이미지 검색 기술 | 데이터 분석 기술 | 문서작성 소프트웨어 활용 기술,객관적 분석 결과의 인사이트 도출을 위한 태도 | 객관적 분석 태도 | 사용자 요구조건 만족을 위한 의지,소프트웨어 개발
2001040114,IT프로젝트 성과관리,IT프로젝트 성과관리란 IT프로젝트의 성과물이 IT프로젝트의 본원적 목표에 부합하도록 IT프로젝트의 성과지표를 정의하고 지속적으로 측정 및 관리하는 능력이다.,정보통신,정보기술,정보기술관리,IT프로젝트관리,BSC(Balanced Score Card) 관리 기법 | BSC(Balanced Score Card) 관리 기법 | BSC(Balanced Score Card) 관리 기법,"균형성과표(BSC, Balanced Scorecards) 기반 성과지표 도출 능력 | 균형성과표(BSC, Balanced Scorecards) 기반 성과지표 도출 능력 | 균형성과표(BSC, Balanced Scorecards) 기반 성과지표 도출 능력",목표달성을 지속적으로 관리 및 감시하려는 책임감 | 목표달성을 지속적으로 관리 및 감시하려는 책임감 | 목표달성을 지속적으로 관리 및 감시하려는 책임감,소프트웨어 개발
1903080303,로봇 센서 인터페이스 개발,로봇 센서 인터페이스 개발이란 로봇이 계획된 동작을 수행하고 주변환경을 인식하기 위한 다양한 센서 인터페이스 프로그램을 개발하는 능력이다.,전기·전자,전자기기개발,로봇개발,로봇소프트웨어개발,로봇 소프트웨어 구조에 관한 지식 | 로봇센서 동작 원리에 관한 지식 | 로봇센서 인터페이스를 위한 하드웨어에 관한 지식,로봇센서 선정 기술 | 알고리즘 표현 기술 | 프로그래밍 디버깅 기술,개발자간의 원활한 의사소통 태도 | 개발자간의 원활한 의사소통 태도 | 다양한 경우에 대한 성능 분석을 하려는 적극적 태도,소프트웨어 개발
2001090207,스마트물류 소프트웨어 구축,"스마트물류 소프트웨어 구축이란, 스마트물류 플랫폼 설계를 기반으로 소프트웨어를 개발하고 테스트하여 검증하는 능력이다.",정보통신,정보기술,스마트물류,스마트물류플랫폼구축,개발언어에 대한 지식 | 개발환경 구축에 대한 지식 | 물류분야 업무특성에 대한 이해,IoT디바이스와 연동 대상 간 인터페이스 개발 능력 | IoT소프트웨어 설계 능력 | IoT소프트웨어 테스트 능력,가능성을 제시하는 태도 | 고객의 요청을 수용하고자 하는 의지 | 다양한 기술을 상호비교하고 최적안을 제시하는 자세,소프트웨어 개발
0601011420,의료정보/의무기록 열람·제공·교류,"의료정보/의무기록 열람·제공·교류란 의료법 및 기타 관련법령과 기관의 규정이 허용하는 범위와 요청 목적에 따라 사용할 수 있도록 안전한방법으로 관련 정보를 제공하며, 병원과 병원, 환자와 병원 간의 의료서비스를 제공을 받을 수 있도록 지원하는 능력이다.",보건·의료,보건,의료기술지원,의료정보관리,개인요청 의료정보/의무기록의 사본발급·열람 제공을 위한 규정 및지침 | 보건의료제공 및 이용체계에 관한 법률 | 생명윤리 및 안전에 관한 법률,사본발급 요청에 대한 대상자 자격요건 검증 능력 | 사본발급 요청에 따른 데이터 수집 및 가공(암호화 포함) 능력 | 사본발급 요청을 처리하기 위한 정보제공 관리 시스템 활용 능력,관련 개인정보를 보호하려는 책임감 | 관련 기관과 협력하는 자세 | 관련 법과 지침을 지키려는 준법성,소프트웨어 개발
1903010104,시스템소프트웨어 펌웨어 구현,시스템소프트웨어 펌웨어 구현이란 가전기기 주변장치를 제어하기 위하여개발도구를 파악하여 설계된 펌웨어를 코딩하고 테스트하는 능력이다.,전기·전자,전자기기개발,가전기기개발,가전기기시스템소프트웨어개발,가전기기 주변장치 규격 | 가전기기 주변장치 규격에 대한 지식 | 가전기기 주변장치 규격에 대한 지식,계측기 활용 기술 | 모듈인터페이스 구현 기술 | 전자회로 계측 기술,객관적으로 테스트하려는 태도 | 불량 재발방지를 위해 적극적으로 노력하려는 태도 | 불량에 대한 재발방지를 하려는 태도,소프트웨어 개발
0601011414,의료정보 서식 개발관리,"의료정보 서식 개발관리란 법적요건과 규정에 따라 환자진료와 의료행정에 관련된 정보가 정확하게 수집되고 효율적·일관적으로 작성될 수 있도록 관련 서식의 구조와 형태, 전산화면을 공통된 형식으로 개발 및 관리하는 능력이다.",보건·의료,보건,의료기술지원,의료정보관리,"개발 대상이 되는 필요 서식의 종류, 제목, 기능 및 형태 | 관련 법과 의료정보관리규정에 따라 생성되어야 하는 서식의 종류 | 서식 개발 지침과 서식 심의를 위한 절차",데이터 입력 및 조회화면 디자인 능력 | 데이터 품질개선 및 사후관리 능력 | 서식 개발을 위한 화면설계 및 디자인 능력,관련 법적 요건과 규정을 지키려는 노력 | 관련 법적 요건과 규정을 지키려는 노력 | 다양한 서식 개발을 위한 인내성,소프트웨어 개발
1901090209,철도 원격감시제어설비 시공,"철도 원격감시 제어설비 시공이란 전철변전소, 급전구분소, 전기실, 중앙환기실 등 전력설비의 원격 운전, 제어, 계측 및 감시를 위한 설비를 설치하는 능력이다.",전기·전자,전기,전기철도,전기철도시공,"SCADA설비 및 원격단말장치에 관한 지식 | SCADA설비에 관한 지식 | 변전설비, 전력설비에 관한 지식",SCADA설비 S/W에 관한 기술 | 전기설비 시공에 관한 기술 | 컴퓨터 활용 능력,기술기준 준수 | 기술기준 준수 | 모든 작업을 실시하기 전에 안전사고 발생예방을 우선시 하는 태도,소프트웨어 개발
0803020508,게임 개발관리,"게임 개발관리란 게임 완성을 목표로 지식재산권을 이해하고 품질관리,프로젝트관리 및 런칭 관리를 할 수 있는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,게임콘텐츠제작,게임 심의 규정 | 게임 심의 규정 | 게임 제작 정보,개발팀과 의사소통 할 수 있는 기술 | 개발팀과 의사소통 할 수 있는 기술 | 문서화 기술,결론을 도출 하려는 자세 | 결론을 도출 하려는 자세 | 문제점을 해결 하려는 자세,소프트웨어 개발
2001020507,네트워크 소프트웨어 개발 방법 수립,"네트워크 소프트웨어 개발 방법 수립이란 정보시스템 개발시 개발생산성을 향상시키고 고품질의 소프트웨어를 개발하기 위하여 작업활동, 절차,산출물, 기법 등을 수립하는 능력이다.",정보통신,정보기술,정보기술개발,NW엔지니어링,ISO/IEC 25010 국제표준 | ISO/IEC/IEEE 12207 국제표준 | ISO/IEC/IEEE 12207 국제표준,개발 도구 사용 기술 | 개발 플랫폼 선정 능력 | 개발 플랫폼 선정 능력,IT트렌드를 분석하고 이해하려는 태도 | UML(Unified Modeling Language) 등 공통으로 사용하는 표기법에 대한수용 | 개발 생산성 향상을 위한 제언,소프트웨어 개발
1903050310,전자부품 소프트웨어 관리,"전자부품 소프트웨어 관리란 전자부품에 필요한 소프트웨어를 사용자에게제공하기 위하여 소프트웨어 사용설명서 제작, 소프트웨어 기능 개선 및소프트웨어 버전을 관리하는 능력이다.",전기·전자,전자기기개발,전자부품개발,전자부품소프트웨어개발,버전 관리용 문서의 역할 | 사용자 요구사항 | 소프트웨어 개발 과정,고객의 요구사항 분석 능력 | 소프트웨어 개발 일정 수립 능력 | 소프트웨어 모듈별 역할 정리 능력,개선된 소프트웨어를 최단기간에 고객사에 제공하려는 자세 | 사용자 요구사항을 적극적으로 수용하려는 자세 | 사용자 입장에서 사용설명서를 작성하려는 자세,소프트웨어 개발
1901120105,전력변환장치 설계,"전력변환장치 설계란 전기저장장치에서 전력변환장치가 갖추어야 할 사양과 기능을 개발하기 위하여 하드웨어, 소프트웨어, 기구물을 설계하는 능력이다.",전기·전자,전기,전기저장장치,전기저장장치개발,,,,소프트웨어 개발
1903100807,라이다기기 소프트웨어 개발,라이다기기 소프트웨어 개발이란 다양한 첨단산업의 요구에 맞춰 개발된라이다기기가 정상적으로 동작하게 하는 프로그램 모듈을 개발하는 능력이다.,전기·전자,전자기기개발,광기술개발,라이다(LiDAR)기기개발,개발된 펌웨어의 성능에 대한 테스트 지식 | 개발할 애플리케이션의 구조와 동작에 맞는 개발 방법에 대한 이해 | 개발할 펌웨어의 구조와 기능에 맞는 개발 방법에 대한 이해,개발된 소프트웨어의 요구사항 충족여부 검증하는 기술 | 개발된 애플리케이션의 동작상태를 테스트할 수 있는 기술 | 개발된 펌웨어의 성능을 테스트할 수 있는 기술,개발된 소프트웨어의 보완 및 개선 필요 사항을 도출하는 자세 | 개발된 펌웨어의 성능을 적극적으로 테스트하는 자세 | 라이다기기의 올바른 동작상태를 확인하는 자세,소프트웨어 개발
2002040305,증강현실 3D 그래픽 제작,"증강현실 3D 그래픽 제작이란 현실세계에서 구현하고자하는 가상그래픽을 사용자가 체험할 수 있도록 3D 그래픽 디자인, 제작, 검증하는 능력이다.",정보통신,통신기술,실감형콘텐츠제작,증강현실(AR)콘텐츠제작,,,,소프트웨어 개발
2001010604,IoT 디바이스 기획,"IoT 디바이스 기획은 IoT 디바이스의 개발과 공급 계획을 수립하기 위하여,대상 서비스에 필요한 IoT 디바이스 요소기술 분석, 사양 명세화, 디자인분석, UX기능을 명세화하는 능력이다.",정보통신,정보기술,정보기술전략·계획,IoT융합서비스기획,IoT 디바이스 제품 동향 | IoT 서비스 동향 | IoT 표준 및 규격 정보,BOM(Bill Of Material)에 따른 생산원가 산출능력 | IoT 디바이스 라이센스 체결 방법 및 계약서 작성 | 기술문서 작성 능력,"개발, 영업 및 고객의 요구사항을 적극적으로 반영하려는 노력 | 기술 근거를 정확하게 분석하는 태도 | 다양한 디바이스의 사용하고 적극적으로 분석하려는 태도",백엔드 개발
0802011204,가상현실 UI/UX 디자인,가상현실 UI/UX 디자인이란 가상현실콘텐츠 디자인을 위해 가상현실UI/UX콘셉트를 디자인하고 시나리오를 제작하여 사용성을 검증하는 능력이다.,문화·예술·디자인·방송,디자인,디자인,VR콘텐츠디자인,VR플랫폼 및 기술 구현 방법 | 사용자 감성 및 몰입감 | 시나리오 분석 및 트렌드 분석 방법,컨셉 모델 및 다이어그램 시각화 기술 | 컴퓨터 그래픽스 소프트웨어 활용 및 구현 기술 | 퍼소나 문서작성 기술,사용자 입장에서 체험하고 경험해보려는 의지 | 제작환경과 기술을 이해하고 한계를 극복하려는 자세 | 타인과 상호협의하고 협업하려는 자세,백엔드 개발
1903080306,로봇용 UX UI 개발,"로봇용 UX UI 개발이란 인간과 로봇간의 의사소통 및 상호 협력을 가능하게 하는 상호작용 환경을 디자인, 구현하는데 필요한 능력이다.",전기·전자,전자기기개발,로봇개발,로봇소프트웨어개발,,,,백엔드 개발
2001060605,생체인식 모듈 구현,"생체인식 모듈 구현이란 생체인식을 위한 시스템 구성을 이해하고, 하드웨어 회로설계도에 대해 설계 또는 이해능력을 가지고 부품 배치 및 구성을 할 수 있으며, 생체인식 알고리즘 포팅을 위한 H/W 보드 개발 능력을가지는 생체인식 모듈 하드웨어 구성을 개발하는 능력이다.",정보통신,정보기술,정보보호,생체인식(바이오인식),,,,백엔드 개발
2002020509,IoT통신망 LoWPAN 기술분석,"IoT통신망 LoWPAN 기술분석이란 LoWPAN 설계를 위해 디바이스, 근거리통신망에 대한 기술을 파악하고, 기술분석보고서를 작성하는 능력이다.",정보통신,통신기술,무선통신구축,IoT통신망구축,Bluetooth 기술로 구성하는 네트워크 규격 | Bluetooth 디바이스 규격 | LoWPAN 디바이스 규격,Bluetooth 기술을 학습하여 IoT통신망 기술분석 능력 | LoWPAN 구축에 따른 최적의 장비를 선택하는 능력 | LoWPAN 표준화를 적용하는 능력,기술과 서비스의 상호 관련성 수용하려는 자세 | 기술규격을 세밀하게 검토하려는 태도 | 기술기준을 준수하려는 태도,백엔드 개발
0803020532,게임 데이터베이스 프로그래밍,"게임 데이터베이스 프로그래밍이란 컴퓨터에 저장된 게임 데이터들을 여러 응용 프로그램들이 공유할 수 있도록 통합, 저장, 관리하는 것이다. 게임 데이터베이스를 설계하고, 데이터 입출력처리와 질의문을 작성하며, 게임 데이터를 관리하는 프로그램을 구현하고 유지보수 할 수 있는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,게임콘텐츠제작,http 프로토콜 프로그래밍에 대한 지식 | http 프로토콜 프로그래밍에 대한 지식 | http 프로토콜 프로그래밍에 대한 지식,http 프로그래밍 언어 작성 능력 | http 프로그래밍 언어 작성 능력 | http 프로그래밍 언어 작성 능력,공학적 치밀함 | 공학적 치밀함 | 공학적 치밀함,백엔드 개발
2001020705,UI/UX 콘셉트 기획,UI/UX 콘셉트 기획이란 UI/UX 분석 결과를 바탕으로 UI/UX 콘셉트를 도출하고 기능 및 콘텐츠를 정의하는 능력이다.,정보통신,정보기술,정보기술개발,UI/UX엔지니어링,UI/UX 요구사항 분석 기법 | 기능 리스트 도출 방법 | 사용성 도출 기법,경쟁제품 사용 수준 도출 능력 | 기능(FEATURE) 우선순위 산정 능력 | 도메인 및 필요 기술 도출 능력,개발 기능의 가치를 정확하게 측정하려는 노력 | 논리적 사고와 판단을 할 수 있는 태도 | 데이터 기반으로 시나리오를 작성하려는 의지,백엔드 개발
1903090209,보험등재,보험등재란 국민건강보험법에 따라 해당 의료기기를 치료재료로 등재하여요양급여대상여부 및 건강보험 적용수가를 산정받기 위해 관련법규를 파악하고 등록을 사전 조사하며 등록 신청을 하는 능력이다.,전기·전자,전자기기개발,의료장비제조,의료기기인·허가,"국민건강보험법 관계법령 | 기술자료, 임상자료 | 기술자료, 임상자료","급여, 비급여 예측 능력 | 기술자료, 임상자료 준비 능력 | 기술자료, 임상자료 준비 능력","관계법령을 꼼꼼하게 확인하려는 자세 | 기술자료, 임상자료를 철저하게 준비하려는 자세 | 기술자료, 임상자료를 철저하게 준비하려는 자세",백엔드 개발
2001080207,블록체인 시험운영,블록체인 시험운영이란 통합 구현된 블록체인 플랫폼 또는 응용서비스를운영하기 이전에 제반 요구사항 적합성과 장애를 점검하고 그 결과를 피드백하는 능력이다.,정보통신,정보기술,블록체인,블록체인구축·운영,Peer-to-Peer 시스템 구조에 대한 지식 | 개발된 프로그램 설치 및 운영 통계 명령어에 대한 지식 | 개발된 프로그램 언어에 대한 지식,모니터링 및 운영 시스템 활용 능력 | 배포 지침서에 따른 조작 능력 | 배포 처리 결과 오류에 대한 즉각적인 대응 및 조작 능력,객관적인 시각으로 시험 운영 결과 보고서 작성 준수 | 배포 지침 절차를 철저히 준수하려는 태도 | 배포 지침에 대한 개선을 하고자 하는 노력,백엔드 개발
2001020706,UI 아키텍처 설계,"UI 아키텍처 설계란 기획된 콘셉트를 바탕으로 디자인과 구현을 위한 콘텐츠, 정보, 와이어 프레임, 태스크 플로우를 설계하는 능력이다.",정보통신,정보기술,정보기술개발,UI/UX엔지니어링,UI/UX 콘셉트 특성 | UI/UX 콘셉트 특성 | UI 구현기술 동향,검증 자료 수집 기술 | 기능 분석 기술 | 기능 분석 기술,다양하고 복잡한 정보에 대한 분석적인 태도 | 디자이너와 개발자 입장에서 생각하는 노력 | 디자이너와 개발자 입장에서 생각하는 태도,백엔드 개발
0802010421,프로젝트 완료 결과보고서 작성,"프로젝트 완료 결과보고서 작성이란 전체 산출물을 분류하고 정리해 프로젝트 기획, 진행 상황, 결과까지의 보고서를 작성하는 능력이다.",문화·예술·디자인·방송,디자인,디자인,디지털디자인,자료 정리 방법 | 정보 전달 방법 | 클라이언트와의 계약사항,관련 문서의 데이터 변환 기술 | 관련 문서의 데이터 변환 기술 | 문서작성 소프트웨어 활용 기술,계약서 약정 사항 준수 | 최종 결과에 대한 확신과 설득을 위한 자료 준비 노력 | 클라이언트와의 원활한 커뮤니케이션을 우선시 하는 자세,백엔드 개발
0301060106,금융상품 투자중개,금융상품 투자중개란 고객을 대상으로 적합한 상품을 선별하여 제안함으로써 금융상품을 중개하는 능력이다.,금융·보험,금융,증권·외환,증권거래업무,경제지표 | 금융상품 기초 지식 | 금융상품 기초 지식,경제지표 분석 능력 | 금융상품 정보 수집 능력 | 금융상품 정보 수집 능력,결정된 사항을 적극적으로 추진하려는 의지 | 결정된 사항을 적극적으로 추진하려는 의지 | 결정된 사항을 적극적으로 추진하려는 의지,백엔드 개발
0301020102,여수신상품개발 타당성 검토,여수신상품개발 타당성 검토란 시장기회 탐색결과를 바탕으로 개발할 상품의 시장성을 검토하고 타깃 조사 및 관련 제도 분석을 통하여 상품으로서의 가치가 있는지를 검토하는 능력이다.,금융·보험,금융,금융상품개발,여수신상품개발,,,,백엔드 개발
0803020526,게임 알고리즘,"게임 알고리즘이란 효율적인 게임 흐름을 만들기 위해 수학, 물리적 지식을 적용하여 최적화된 자료구조를 선택 및 적용하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,게임콘텐츠제작,게임 제작 전반에 대한 일반적인 지식 | 게임 제작 전반에 대한 일반적인 지식 | 게임 프로그래밍의 특성에 대한 지식,벡터 연산 처리 능력 | 사원수 연산 및 보간처리 기법 사용능력 | 셰이더 사용능력,공학적 치밀함 | 공학적 치밀함 | 공학적 치밀함,백엔드 개발
2001020325,오픈 플랫폼 활용,"오픈 플랫폼 활용이란 오픈 플랫폼 개발 환경 구축, 오픈 플랫폼 디바이스제어, 오픈 플랫폼 애플리케이션 제어 등을 수행하는 능력이다.",정보통신,정보기술,정보기술개발,임베디드SW엔지니어링,교차개발 환경 이해 | 문서 표준 지침 | 어셈블리어 문법,CASE 도구 활용 능력 | UI((User Interface) 구현 능력 | 버전 관리 도구 활용 능력,관련 기술을 합리적으로 선택하려는 태도 | 기술변화에 따른 신규표준을 파악하는 태도 | 시스템 개발 전 과정의 품질에 대한 책임감,백엔드 개발
1903130311,착용형 스마트기기 UI/UX 개발,착용형 스마트기기 UI/UX 개발이란 제품사양에 따른 UI/UX를 분석하여 개발을 위한 상세시나리오를 작성하고 UI/UX 상세 기능을 개발하여 검증하는 능력이다.,전기·전자,전자기기개발,착용형스마트기기,착용형스마트기기개발,사용성 검증 방법 | 상세 시나리오 분석 방법 | 착용형 스마트기기 기능,사용성 평가 결과 도출 능력 | 사용성 평가 결과 보완 능력 | 사용성 평가 방법 구체화 능력,개발 내용에 대한 사용성 및 문제점을 파악하려는 노력 | 사용자 요구사항을 적극적으로 반영하려는 자세 | 품질 높은 콘텐츠를 개발하기 위한 전문성 있는 자세,백엔드 개발
2001010603,IoT 서비스 모형 기획,"IoT 서비스 모형 기획은  IoT 융합서비스 기획을 수행하기 위하여, IoT 환경분석과 비즈니스 모델 개발을 기반으로 서비스 시나리오를 작성하고, IoT 서비스 모형 기능, 디바이스 모형 기능, 적용될 IoT 표준을 명세화하는능력이다.",정보통신,정보기술,정보기술전략·계획,IoT융합서비스기획,,,,백엔드 개발
0803020527,게임엔진 응용 프로그래밍,"게임엔진 응용 프로그래밍이란 상용으로 판매하는 게임 엔진과 저작도구를 활용하여 게임을 제작하도록, 상용 게임엔진 활용하기, 상용 게임엔진응용 프로그래밍, VR 게임 프로그래밍을 할 수 있는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,게임콘텐츠제작,VR 게임 이론에 대한 지식 | VR 디바이스에 대한 지식 | 게임 개발환경에 대한 지식,VR 디바이스 SDK 사용 능력 | VR 디바이스 게임 인터페이스 작성 능력 | 게임 물리 알고리즘 수립 및 작성 능력,공학적 치밀함 | 공학적 치밀함 | 공학적 치밀함,백엔드 개발
